GeneID	LOC	DCAR	Source
108216085	LOC108216085	DCAR_012965	NCBI Gene ESummary
108216086	LOC108216086	DCAR_0417316	NCBI Gene ESummary
108216087	LOC108216087	DCAR_014554	NCBI Gene ESummary
108216088	LOC108216088	DCAR_013105	NCBI Gene ESummary
108216089	LOC108216089	DCAR_014817	NCBI Gene ESummary
108216090	LOC108216090	DCAR_014306	NCBI Gene ESummary
108216091	LOC108216091	DCAR_015602	NCBI Gene ESummary
108216092	LOC108216092	DCAR_013901	NCBI Gene ESummary
108216093	LOC108216093	DCAR_0416829	NCBI Gene ESummary
108216094	LOC108216094	DCAR_000676	NCBI Gene ESummary
108216095	LOC108216095	DCAR_015480	NCBI Gene ESummary
108216096	LOC108216096	DCAR_013535	NCBI Gene ESummary
108216097	LOC108216097	DCAR_013071	NCBI Gene ESummary
108216098	LOC108216098	DCAR_0415431	NCBI Gene ESummary
108216099	LOC108216099	DCAR_012754	NCBI Gene ESummary
108216100	LOC108216100	DCAR_014649	NCBI Gene ESummary
108216101	LOC108216101	DCAR_000678	NCBI Gene ESummary
108216102	LOC108216102	DCAR_013382	NCBI Gene ESummary
108216103	LOC108216103	DCAR_012828	NCBI Gene ESummary
108216104	LOC108216104	DCAR_013983	NCBI Gene ESummary
108216105	LOC108216105	DCAR_014982	NCBI Gene ESummary
108216107	LOC108216107	DCAR_015283	NCBI Gene ESummary
108216108	LOC108216108	DCAR_004161	NCBI Gene ESummary
108216109	LOC108216109	DCAR_015284	NCBI Gene ESummary
108216110	LOC108216110	DCAR_014726	NCBI Gene ESummary
108216111	LOC108216111	DCAR_014043	NCBI Gene ESummary
108216112	LOC108216112	DCAR_000682	NCBI Gene ESummary
108216113	LOC108216113	DCAR_0418074	NCBI Gene ESummary
108216114	LOC108216114	DCAR_0418073	NCBI Gene ESummary
108216115	LOC108216115	DCAR_014841	NCBI Gene ESummary
108216116	LOC108216116	DCAR_014827	NCBI Gene ESummary
108216117	LOC108216117	DCAR_014061	NCBI Gene ESummary
108216118	LOC108216118	DCAR_015953	NCBI Gene ESummary
108216119	LOC108216119	DCAR_013558	NCBI Gene ESummary
108216120	LOC108216120	DCAR_014617	NCBI Gene ESummary
108216121	LOC108216121	DCAR_014263	NCBI Gene ESummary
108216123	LOC108216123	DCAR_0416077	NCBI Gene ESummary
108216124	LOC108216124	DCAR_0416076	NCBI Gene ESummary
108216125	LOC108216125	DCAR_014420	NCBI Gene ESummary
108216126	LOC108216126	DCAR_015140	NCBI Gene ESummary
108216127	LOC108216127	DCAR_013788	NCBI Gene ESummary
108216128	LOC108216128	DCAR_014150	NCBI Gene ESummary
108216129	LOC108216129	DCAR_013379	NCBI Gene ESummary
108216131	LOC108216131	DCAR_000702	NCBI Gene ESummary
108216132	LOC108216132	DCAR_0416337	NCBI Gene ESummary
108216133	LOC108216133	DCAR_015260	NCBI Gene ESummary
108216134	LOC108216134	DCAR_013140	NCBI Gene ESummary
108216135	LOC108216135	DCAR_014157	NCBI Gene ESummary
108216136	LOC108216136	DCAR_013799	NCBI Gene ESummary
108216137	LOC108216137	DCAR_015389	NCBI Gene ESummary
108216139	LOC108216139	DCAR_013752	NCBI Gene ESummary
108216140	LOC108216140	DCAR_003557	NCBI Gene ESummary
108216141	LOC108216141	DCAR_000713	NCBI Gene ESummary
108216142	LOC108216142	DCAR_015906	NCBI Gene ESummary
108216143	LOC108216143	DCAR_0418018	NCBI Gene ESummary
108216144	LOC108216144	DCAR_016038	NCBI Gene ESummary
108216145	LOC108216145	DCAR_014904	NCBI Gene ESummary
108216146	LOC108216146	DCAR_013148	NCBI Gene ESummary
108216147	LOC108216147	DCAR_014521	NCBI Gene ESummary
108216148	LOC108216148	DCAR_0100507	NCBI Gene ESummary
108216149	LOC108216149	DCAR_014678	NCBI Gene ESummary
108216150	LOC108216150	DCAR_015854	NCBI Gene ESummary
108216151	LOC108216151	DCAR_0418399	NCBI Gene ESummary
108216152	LOC108216152	DCAR_014222	NCBI Gene ESummary
108216153	LOC108216153	DCAR_013878	NCBI Gene ESummary
108216154	LOC108216154	DCAR_014735	NCBI Gene ESummary
108216155	LOC108216155	DCAR_015900	NCBI Gene ESummary
108216158	LOC108216158	DCAR_013430	NCBI Gene ESummary
108216159	LOC108216159	DCAR_012936	NCBI Gene ESummary
108216160	LOC108216160	DCAR_013718	NCBI Gene ESummary
108216161	LOC108216161	DCAR_014529	NCBI Gene ESummary
108216162	LOC108216162	DCAR_013942	NCBI Gene ESummary
108216163	LOC108216163	DCAR_013676	NCBI Gene ESummary
108216164	LOC108216164	DCAR_015235	NCBI Gene ESummary
108216165	LOC108216165	DCAR_014837	NCBI Gene ESummary
108216166	LOC108216166	DCAR_013055	NCBI Gene ESummary
108216167	LOC108216167	DCAR_0100511	NCBI Gene ESummary
108216168	LOC108216168	DCAR_014444	NCBI Gene ESummary
108216169	LOC108216169	DCAR_014058	NCBI Gene ESummary
108216170	LOC108216170	DCAR_0416892	NCBI Gene ESummary
108216171	LOC108216171	DCAR_015970	NCBI Gene ESummary
108216172	LOC108216172	DCAR_014633	NCBI Gene ESummary
108216173	LOC108216173	DCAR_0417012	NCBI Gene ESummary
108216174	LOC108216174	DCAR_014182	NCBI Gene ESummary
108216175	LOC108216175	DCAR_0418353	NCBI Gene ESummary
108216176	LOC108216176	DCAR_012949	NCBI Gene ESummary
108216178	LOC108216178	DCAR_014659	NCBI Gene ESummary
108216179	LOC108216179	DCAR_0416245	NCBI Gene ESummary
108216180	LOC108216180	DCAR_0416247	NCBI Gene ESummary
108216181	LOC108216181	DCAR_014792	NCBI Gene ESummary
108216182	LOC108216182	DCAR_012881	NCBI Gene ESummary
108216183	LOC108216183	DCAR_015154	NCBI Gene ESummary
108216184	LOC108216184	DCAR_013805	NCBI Gene ESummary
108216185	LOC108216185	DCAR_012917	NCBI Gene ESummary
108216186	LOC108216186	DCAR_0415480	NCBI Gene ESummary
108216187	LOC108216187	DCAR_013768	NCBI Gene ESummary
108216188	LOC108216188	DCAR_013136	NCBI Gene ESummary
108216189	LOC108216189	DCAR_013137	NCBI Gene ESummary
108216192	LOC108216192	DCAR_0417011	NCBI Gene ESummary
108216193	LOC108216193	DCAR_0415233	NCBI Gene ESummary
108216194	LOC108216194	DCAR_015465	NCBI Gene ESummary
108216196	LOC108216196	DCAR_013801	NCBI Gene ESummary
108216197	LOC108216197	DCAR_014635	NCBI Gene ESummary
108216198	LOC108216198	DCAR_012986	NCBI Gene ESummary
108216199	LOC108216199	DCAR_015684	NCBI Gene ESummary
108216200	LOC108216200	DCAR_015755	NCBI Gene ESummary
108216201	LOC108216201	DCAR_013093	NCBI Gene ESummary
108216205	LOC108216205	DCAR_0100544	NCBI Gene ESummary
108216206	LOC108216206	DCAR_015623	NCBI Gene ESummary
108216207	LOC108216207	DCAR_013730	NCBI Gene ESummary
108216208	LOC108216208	DCAR_014164	NCBI Gene ESummary
108216209	LOC108216209	DCAR_014032	NCBI Gene ESummary
108216211	LOC108216211	DCAR_013982	NCBI Gene ESummary
108216212	LOC108216212	DCAR_014144	NCBI Gene ESummary
108216213	LOC108216213	DCAR_015379	NCBI Gene ESummary
108216214	LOC108216214	DCAR_014543	NCBI Gene ESummary
108216216	LOC108216216	DCAR_013258	NCBI Gene ESummary
108216217	LOC108216217	DCAR_015619	NCBI Gene ESummary
108216218	LOC108216218	DCAR_014038	NCBI Gene ESummary
108216219	LOC108216219	DCAR_015325	NCBI Gene ESummary
108216220	LOC108216220	DCAR_015326	NCBI Gene ESummary
108216221	LOC108216221	DCAR_014310	NCBI Gene ESummary
108216222	LOC108216222	DCAR_013162	NCBI Gene ESummary
108216223	LOC108216223	DCAR_014516	NCBI Gene ESummary
108216225	LOC108216225	DCAR_014054	NCBI Gene ESummary
108216226	LOC108216226	DCAR_0417167	NCBI Gene ESummary
108216227	LOC108216227	DCAR_013462	NCBI Gene ESummary
108216228	LOC108216228	DCAR_013358	NCBI Gene ESummary
108216229	LOC108216229	DCAR_015177	NCBI Gene ESummary
108216230	LOC108216230	DCAR_014459	NCBI Gene ESummary
108216231	LOC108216231	DCAR_001992	NCBI Gene ESummary
108216233	LOC108216233	DCAR_014380	NCBI Gene ESummary
108216234	LOC108216234	DCAR_013835	NCBI Gene ESummary
108216235	LOC108216235	DCAR_014615	NCBI Gene ESummary
108216236	LOC108216236	DCAR_015357	NCBI Gene ESummary
108216237	LOC108216237	DCAR_013232	NCBI Gene ESummary
108216238	LOC108216238	DCAR_015039	NCBI Gene ESummary
108216239	LOC108216239	DCAR_0417442	NCBI Gene ESummary
108216240	LOC108216240	DCAR_012907	NCBI Gene ESummary
108216241	LOC108216241	DCAR_014215	NCBI Gene ESummary
108216242	LOC108216242	DCAR_015398	NCBI Gene ESummary
108216243	LOC108216243	DCAR_014013	NCBI Gene ESummary
108216244	LOC108216244	DCAR_014725	NCBI Gene ESummary
108216245	LOC108216245	DCAR_015649	NCBI Gene ESummary
108216246	LOC108216246	DCAR_013861	NCBI Gene ESummary
108216247	LOC108216247	DCAR_0416062	NCBI Gene ESummary
108216248	LOC108216248	DCAR_014796	NCBI Gene ESummary
108216249	LOC108216249	DCAR_012739	NCBI Gene ESummary
108216250	LOC108216250	DCAR_0416164	NCBI Gene ESummary
108216251	LOC108216251	DCAR_013925	NCBI Gene ESummary
108216252	LOC108216252	DCAR_015540	NCBI Gene ESummary
108216253	LOC108216253	DCAR_012959	NCBI Gene ESummary
108216254	LOC108216254	DCAR_013747	NCBI Gene ESummary
108216255	LOC108216255	DCAR_014975	NCBI Gene ESummary
108216256	LOC108216256	DCAR_015971	NCBI Gene ESummary
108216257	LOC108216257	DCAR_000782	NCBI Gene ESummary
108216258	LOC108216258	DCAR_014885	NCBI Gene ESummary
108216259	LOC108216259	DCAR_014142	NCBI Gene ESummary
108216260	LOC108216260	DCAR_014350	NCBI Gene ESummary
108216261	LOC108216261	DCAR_013112	NCBI Gene ESummary
108216262	LOC108216262	DCAR_0417979	NCBI Gene ESummary
108216263	LOC108216263	DCAR_014683	NCBI Gene ESummary
108216264	LOC108216264	DCAR_012931	NCBI Gene ESummary
108216265	LOC108216265	DCAR_013145	NCBI Gene ESummary
108216266	LOC108216266	DCAR_000785	NCBI Gene ESummary
108216267	LOC108216267	DCAR_014342	NCBI Gene ESummary
108216268	LOC108216268	DCAR_015507	NCBI Gene ESummary
108216270	LOC108216270	DCAR_014040	NCBI Gene ESummary
108216271	LOC108216271	DCAR_014774	NCBI Gene ESummary
108216272	LOC108216272	DCAR_013904	NCBI Gene ESummary
108216273	LOC108216273	DCAR_013903	NCBI Gene ESummary
108216274	LOC108216274	DCAR_014871	NCBI Gene ESummary
108216275	LOC108216275	DCAR_013523	NCBI Gene ESummary
108216276	LOC108216276	DCAR_0416710	NCBI Gene ESummary
108216277	LOC108216277	DCAR_012853	NCBI Gene ESummary
108216278	LOC108216278	DCAR_012783	NCBI Gene ESummary
108216279	LOC108216279	DCAR_0417457	NCBI Gene ESummary
108216280	LOC108216280	DCAR_014104	NCBI Gene ESummary
108216281	LOC108216281	DCAR_013598	NCBI Gene ESummary
108216282	LOC108216282	DCAR_013597	NCBI Gene ESummary
108216283	LOC108216283	DCAR_013088	NCBI Gene ESummary
108216284	LOC108216284	DCAR_0417867	NCBI Gene ESummary
108216285	LOC108216285	DCAR_000797	NCBI Gene ESummary
108216286	LOC108216286	DCAR_0417626	NCBI Gene ESummary
108216287	LOC108216287	DCAR_014264	NCBI Gene ESummary
108216288	LOC108216288	DCAR_014337	NCBI Gene ESummary
108216289	LOC108216289	DCAR_014236	NCBI Gene ESummary
108216290	LOC108216290	DCAR_0416097	NCBI Gene ESummary
108216291	LOC108216291	DCAR_013182	NCBI Gene ESummary
108216292	LOC108216292	DCAR_013995	NCBI Gene ESummary
108216294	LOC108216294	DCAR_013671	NCBI Gene ESummary
108216295	LOC108216295	DCAR_015639	NCBI Gene ESummary
108216296	LOC108216296	DCAR_016058	NCBI Gene ESummary
108216297	LOC108216297	DCAR_000803	NCBI Gene ESummary
108216298	LOC108216298	DCAR_013273	NCBI Gene ESummary
108216299	LOC108216299	DCAR_015743	NCBI Gene ESummary
108216300	LOC108216300	DCAR_013569	NCBI Gene ESummary
108216301	LOC108216301	DCAR_014880	NCBI Gene ESummary
108216302	LOC108216302	DCAR_014327	NCBI Gene ESummary
108216303	LOC108216303	DCAR_013611	NCBI Gene ESummary
108216304	LOC108216304	DCAR_015000	NCBI Gene ESummary
108216305	LOC108216305	DCAR_015249	NCBI Gene ESummary
108216306	LOC108216306	DCAR_0415026	NCBI Gene ESummary
108216307	LOC108216307	DCAR_0100617	NCBI Gene ESummary
108216308	LOC108216308	DCAR_012993	NCBI Gene ESummary
108216309	LOC108216309	DCAR_013455	NCBI Gene ESummary
108216310	LOC108216310	DCAR_013146	NCBI Gene ESummary
108216311	LOC108216311	DCAR_014217	NCBI Gene ESummary
108216312	LOC108216312	DCAR_0418234	NCBI Gene ESummary
108216313	LOC108216313	DCAR_0416636	NCBI Gene ESummary
108216314	LOC108216314	DCAR_003012	NCBI Gene ESummary
108216315	LOC108216315	DCAR_013365	NCBI Gene ESummary
108216316	LOC108216316	DCAR_014551	NCBI Gene ESummary
108216317	LOC108216317	DCAR_014665	NCBI Gene ESummary
108216318	LOC108216318	DCAR_013817	NCBI Gene ESummary
108216319	LOC108216319	DCAR_015334	NCBI Gene ESummary
108216320	LOC108216320	DCAR_015207	NCBI Gene ESummary
108216321	LOC108216321	DCAR_015450	NCBI Gene ESummary
108216323	LOC108216323	DCAR_013708	NCBI Gene ESummary
108216324	LOC108216324	DCAR_013709	NCBI Gene ESummary
108216326	LOC108216326	DCAR_015946	NCBI Gene ESummary
108216327	LOC108216327	DCAR_015142	NCBI Gene ESummary
108216328	LOC108216328	DCAR_013748	NCBI Gene ESummary
108216329	LOC108216329	DCAR_014818	NCBI Gene ESummary
108216330	LOC108216330	DCAR_013557	NCBI Gene ESummary
108216331	LOC108216331	DCAR_013686	NCBI Gene ESummary
108216332	LOC108216332	DCAR_013402	NCBI Gene ESummary
108216333	LOC108216333	DCAR_0417767	NCBI Gene ESummary
108216334	LOC108216334	DCAR_013355	NCBI Gene ESummary
108216335	LOC108216335	DCAR_0415803	NCBI Gene ESummary
108216336	LOC108216336	DCAR_013507	NCBI Gene ESummary
108216337	LOC108216337	DCAR_015573	NCBI Gene ESummary
108216338	LOC108216338	DCAR_014387	NCBI Gene ESummary
108216339	LOC108216339	DCAR_0418273	NCBI Gene ESummary
108216340	LOC108216340	DCAR_000811	NCBI Gene ESummary
108216341	LOC108216341	DCAR_015769	NCBI Gene ESummary
108216343	LOC108216343	DCAR_013427	NCBI Gene ESummary
108216344	LOC108216344	DCAR_015370	NCBI Gene ESummary
108216345	LOC108216345	DCAR_0417324	NCBI Gene ESummary
108216346	LOC108216346	DCAR_0416167	NCBI Gene ESummary
108216347	LOC108216347	DCAR_015303	NCBI Gene ESummary
108216348	LOC108216348	DCAR_000812	NCBI Gene ESummary
108216349	LOC108216349	DCAR_015003	NCBI Gene ESummary
108216350	LOC108216350	DCAR_013453	NCBI Gene ESummary
108216351	LOC108216351	DCAR_015995	NCBI Gene ESummary
108216352	LOC108216352	DCAR_015198	NCBI Gene ESummary
108216353	LOC108216353	DCAR_0415758	NCBI Gene ESummary
108216354	LOC108216354	DCAR_000813	NCBI Gene ESummary
108216355	LOC108216355	DCAR_0416098	NCBI Gene ESummary
108216356	LOC108216356	DCAR_0416099	NCBI Gene ESummary
108216357	LOC108216357	DCAR_014432	NCBI Gene ESummary
108216358	LOC108216358	DCAR_013139	NCBI Gene ESummary
108216359	LOC108216359	DCAR_015681	NCBI Gene ESummary
108216360	LOC108216360	DCAR_0416079	NCBI Gene ESummary
108216361	LOC108216361	DCAR_012983	NCBI Gene ESummary
108216362	LOC108216362	DCAR_013047	NCBI Gene ESummary
108216363	LOC108216363	DCAR_013326	NCBI Gene ESummary
108216364	LOC108216364	DCAR_000818	NCBI Gene ESummary
108216365	LOC108216365	DCAR_013618	NCBI Gene ESummary
108216366	LOC108216366	DCAR_014877	NCBI Gene ESummary
108216368	LOC108216368	DCAR_013986	NCBI Gene ESummary
108216369	LOC108216369	DCAR_013038	NCBI Gene ESummary
108216370	LOC108216370	DCAR_013039	NCBI Gene ESummary
108216371	LOC108216371	DCAR_012770	NCBI Gene ESummary
108216372	LOC108216372	DCAR_013735	NCBI Gene ESummary
108216373	LOC108216373	DCAR_013707	NCBI Gene ESummary
108216374	LOC108216374	DCAR_014140	NCBI Gene ESummary
108216375	LOC108216375	DCAR_015356	NCBI Gene ESummary
108216378	LOC108216378	DCAR_0417323	NCBI Gene ESummary
108216379	LOC108216379	DCAR_014696	NCBI Gene ESummary
108216380	LOC108216380	DCAR_013592	NCBI Gene ESummary
108216381	LOC108216381	DCAR_014391	NCBI Gene ESummary
108216382	LOC108216382	DCAR_014081	NCBI Gene ESummary
108216383	LOC108216383	DCAR_015580	NCBI Gene ESummary
108216384	LOC108216384	DCAR_013958	NCBI Gene ESummary
108216385	LOC108216385	DCAR_014472	NCBI Gene ESummary
108216387	LOC108216387	DCAR_012996	NCBI Gene ESummary
108216388	LOC108216388	DCAR_0417564	NCBI Gene ESummary
108216389	LOC108216389	DCAR_014761	NCBI Gene ESummary
108216390	LOC108216390	DCAR_001219	NCBI Gene ESummary
108216391	LOC108216391	DCAR_013035	NCBI Gene ESummary
108216393	LOC108216393	DCAR_013106	NCBI Gene ESummary
108216394	LOC108216394	DCAR_0416061	NCBI Gene ESummary
108216395	LOC108216395	DCAR_012794	NCBI Gene ESummary
108216397	LOC108216397	DCAR_012728	NCBI Gene ESummary
108216398	LOC108216398	DCAR_012787	NCBI Gene ESummary
108216399	LOC108216399	DCAR_014999	NCBI Gene ESummary
108216400	LOC108216400	DCAR_015821	NCBI Gene ESummary
108216401	LOC108216401	DCAR_002548	NCBI Gene ESummary
108216403	LOC108216403	DCAR_0417890	NCBI Gene ESummary
108216404	LOC108216404	DCAR_015322	NCBI Gene ESummary
108216405	LOC108216405	DCAR_014855	NCBI Gene ESummary
108216406	LOC108216406	DCAR_015610	NCBI Gene ESummary
108216407	LOC108216407	DCAR_015200	NCBI Gene ESummary
108216408	LOC108216408	DCAR_014739	NCBI Gene ESummary
108216409	LOC108216409	DCAR_015045	NCBI Gene ESummary
108216410	LOC108216410	DCAR_014826	NCBI Gene ESummary
108216411	LOC108216411	DCAR_012875	NCBI Gene ESummary
108216412	LOC108216412	DCAR_001226	NCBI Gene ESummary
108216413	LOC108216413	DCAR_015316	NCBI Gene ESummary
108216414	LOC108216414	DCAR_0416711	NCBI Gene ESummary
108216415	LOC108216415	DCAR_015935	NCBI Gene ESummary
108216416	LOC108216416	DCAR_015934	NCBI Gene ESummary
108216417	LOC108216417	DCAR_013419	NCBI Gene ESummary
108216418	LOC108216418	DCAR_015141	NCBI Gene ESummary
108216419	LOC108216419	DCAR_013736	NCBI Gene ESummary
108216420	LOC108216420	DCAR_014421	NCBI Gene ESummary
108216421	LOC108216421	DCAR_014834	NCBI Gene ESummary
108216422	LOC108216422	DCAR_001227	NCBI Gene ESummary
108216424	LOC108216424	DCAR_0414902	NCBI Gene ESummary
108216425	LOC108216425	DCAR_013692	NCBI Gene ESummary
108216426	LOC108216426	DCAR_012914	NCBI Gene ESummary
108216427	LOC108216427	DCAR_014719	NCBI Gene ESummary
108216428	LOC108216428	DCAR_0417134	NCBI Gene ESummary
108216429	LOC108216429	DCAR_013103	NCBI Gene ESummary
108216430	LOC108216430	DCAR_013435	NCBI Gene ESummary
108216431	LOC108216431	DCAR_015349	NCBI Gene ESummary
108216432	LOC108216432	DCAR_014701	NCBI Gene ESummary
108216433	LOC108216433	DCAR_012978	NCBI Gene ESummary
108216434	LOC108216434	DCAR_015143	NCBI Gene ESummary
108216436	LOC108216436	DCAR_014881	NCBI Gene ESummary
108216437	LOC108216437	DCAR_0415872	NCBI Gene ESummary
108216438	LOC108216438	DCAR_000455	NCBI Gene ESummary
108216439	LOC108216439	DCAR_015336	NCBI Gene ESummary
108216440	LOC108216440	DCAR_014246	NCBI Gene ESummary
108216442	LOC108216442	DCAR_013321	NCBI Gene ESummary
108216443	LOC108216443	DCAR_0415040	NCBI Gene ESummary
108216444	LOC108216444	DCAR_015368	NCBI Gene ESummary
108216445	LOC108216445	DCAR_015873	NCBI Gene ESummary
108216446	LOC108216446	DCAR_012963	NCBI Gene ESummary
108216447	LOC108216447	DCAR_0418140	NCBI Gene ESummary
108216449	LOC108216449	DCAR_013886	NCBI Gene ESummary
108216451	LOC108216451	DCAR_015084	NCBI Gene ESummary
108216452	LOC108216452	DCAR_013117	NCBI Gene ESummary
108216453	LOC108216453	DCAR_013116	NCBI Gene ESummary
108216455	LOC108216455	DCAR_001237	NCBI Gene ESummary
108216456	LOC108216456	DCAR_014273	NCBI Gene ESummary
108216457	LOC108216457	DCAR_013026	NCBI Gene ESummary
108216458	LOC108216458	DCAR_015828	NCBI Gene ESummary
108216459	LOC108216459	DCAR_014849	NCBI Gene ESummary
108216460	LOC108216460	DCAR_014018	NCBI Gene ESummary
108216461	LOC108216461	DCAR_015059	NCBI Gene ESummary
108216462	LOC108216462	DCAR_014466	NCBI Gene ESummary
108216464	LOC108216464	DCAR_015364	NCBI Gene ESummary
108216465	LOC108216465	DCAR_0415406	NCBI Gene ESummary
108216466	LOC108216466	DCAR_014919	NCBI Gene ESummary
108216467	LOC108216467	DCAR_014345	NCBI Gene ESummary
108216468	LOC108216468	DCAR_015716	NCBI Gene ESummary
108216469	LOC108216469	DCAR_013451	NCBI Gene ESummary
108216470	LOC108216470	DCAR_012868	NCBI Gene ESummary
108216471	LOC108216471	DCAR_014835	NCBI Gene ESummary
108216472	LOC108216472	DCAR_0417770	NCBI Gene ESummary
108216473	LOC108216473	DCAR_015614	NCBI Gene ESummary
108216475	LOC108216475	DCAR_015424	NCBI Gene ESummary
108216476	LOC108216476	DCAR_014558	NCBI Gene ESummary
108216477	LOC108216477	DCAR_013418	NCBI Gene ESummary
108216478	LOC108216478	DCAR_014581	NCBI Gene ESummary
108216479	LOC108216479	DCAR_013352	NCBI Gene ESummary
108216480	LOC108216480	DCAR_014973	NCBI Gene ESummary
108216481	LOC108216481	DCAR_015312	NCBI Gene ESummary
108216482	LOC108216482	DCAR_014647	NCBI Gene ESummary
108216484	LOC108216484	DCAR_014196	NCBI Gene ESummary
108216485	LOC108216485	DCAR_0416632	NCBI Gene ESummary
108216486	LOC108216486	DCAR_0416084	NCBI Gene ESummary
108216487	LOC108216487	DCAR_014468	NCBI Gene ESummary
108216488	LOC108216488	DCAR_0416021	NCBI Gene ESummary
108216489	LOC108216489	DCAR_013701	NCBI Gene ESummary
108216490	LOC108216490	DCAR_014589	NCBI Gene ESummary
108216491	LOC108216491	DCAR_013412	NCBI Gene ESummary
108216492	LOC108216492	DCAR_000602	NCBI Gene ESummary
108216494	LOC108216494	DCAR_014964	NCBI Gene ESummary
108216495	LOC108216495	DCAR_013431	NCBI Gene ESummary
108216496	LOC108216496	DCAR_014750	NCBI Gene ESummary
108216497	LOC108216497	DCAR_015311	NCBI Gene ESummary
108216498	LOC108216498	DCAR_012979	NCBI Gene ESummary
108216499	LOC108216499	DCAR_014413	NCBI Gene ESummary
108216500	LOC108216500	DCAR_014414	NCBI Gene ESummary
108216501	LOC108216501	DCAR_015232	NCBI Gene ESummary
108216503	LOC108216503	DCAR_012778	NCBI Gene ESummary
108216504	LOC108216504	DCAR_013319	NCBI Gene ESummary
108216505	LOC108216505	DCAR_014813	NCBI Gene ESummary
108216506	LOC108216506	DCAR_012846	NCBI Gene ESummary
108216508	LOC108216508	DCAR_015345	NCBI Gene ESummary
108216509	LOC108216509	DCAR_001262	NCBI Gene ESummary
108216510	LOC108216510	DCAR_015484	NCBI Gene ESummary
108216511	LOC108216511	DCAR_013652	NCBI Gene ESummary
108216513	LOC108216513	DCAR_0418036	NCBI Gene ESummary
108216515	LOC108216515	DCAR_014138	NCBI Gene ESummary
108216516	LOC108216516	DCAR_001263	NCBI Gene ESummary
108216517	LOC108216517	DCAR_015898	NCBI Gene ESummary
108216518	LOC108216518	DCAR_012731	NCBI Gene ESummary
108216519	LOC108216519	DCAR_014585	NCBI Gene ESummary
108216522	LOC108216522	DCAR_015800	NCBI Gene ESummary
108216523	LOC108216523	DCAR_013992	NCBI Gene ESummary
108216524	LOC108216524	DCAR_014000	NCBI Gene ESummary
108216525	LOC108216525	DCAR_0417000	NCBI Gene ESummary
108216526	LOC108216526	DCAR_001264	NCBI Gene ESummary
108216527	LOC108216527	DCAR_0416999	NCBI Gene ESummary
108216528	LOC108216528	DCAR_013004	NCBI Gene ESummary
108216529	LOC108216529	DCAR_013005	NCBI Gene ESummary
108216530	LOC108216530	DCAR_014552	NCBI Gene ESummary
108216531	LOC108216531	DCAR_014522	NCBI Gene ESummary
108216532	LOC108216532	DCAR_014127	NCBI Gene ESummary
108216534	LOC108216534	DCAR_014242	NCBI Gene ESummary
108216535	LOC108216535	DCAR_0416222	NCBI Gene ESummary
108216536	LOC108216536	DCAR_014143	NCBI Gene ESummary
108216537	LOC108216537	DCAR_015479	NCBI Gene ESummary
108216538	LOC108216538	DCAR_015061	NCBI Gene ESummary
108216539	LOC108216539	DCAR_015060	NCBI Gene ESummary
108216540	LOC108216540	DCAR_0415375	NCBI Gene ESummary
108216541	LOC108216541	DCAR_014755	NCBI Gene ESummary
108216542	LOC108216542	DCAR_014524	NCBI Gene ESummary
108216543	LOC108216543	DCAR_0418413	NCBI Gene ESummary
108216544	LOC108216544	DCAR_013190	NCBI Gene ESummary
108216545	LOC108216545	DCAR_013845	NCBI Gene ESummary
108216546	LOC108216546	DCAR_012948	NCBI Gene ESummary
108216547	LOC108216547	DCAR_0415459	NCBI Gene ESummary
108216548	LOC108216548	DCAR_014711	NCBI Gene ESummary
108216549	LOC108216549	DCAR_015237	NCBI Gene ESummary
108216550	LOC108216550	DCAR_014802	NCBI Gene ESummary
108216551	LOC108216551	DCAR_0417379	NCBI Gene ESummary
108216552	LOC108216552	DCAR_013428	NCBI Gene ESummary
108216554	LOC108216554	DCAR_014691	NCBI Gene ESummary
108216555	LOC108216555	DCAR_014111	NCBI Gene ESummary
108216556	LOC108216556	DCAR_013492	NCBI Gene ESummary
108216557	LOC108216557	DCAR_014548	NCBI Gene ESummary
108216558	LOC108216558	DCAR_014010	NCBI Gene ESummary
108216559	LOC108216559	DCAR_0416392	NCBI Gene ESummary
108216560	LOC108216560	DCAR_014784	NCBI Gene ESummary
108216561	LOC108216561	DCAR_015062	NCBI Gene ESummary
108216562	LOC108216562	DCAR_0417453	NCBI Gene ESummary
108216563	LOC108216563	DCAR_013560	NCBI Gene ESummary
108216564	LOC108216564	DCAR_013885	NCBI Gene ESummary
108216565	LOC108216565	DCAR_015600	NCBI Gene ESummary
108216566	LOC108216566	DCAR_0415981	NCBI Gene ESummary
108216567	LOC108216567	DCAR_001276	NCBI Gene ESummary
108216568	LOC108216568	DCAR_013927	NCBI Gene ESummary
108216569	LOC108216569	DCAR_014015	NCBI Gene ESummary
108216570	LOC108216570	DCAR_0415871	NCBI Gene ESummary
108216571	LOC108216571	DCAR_0416184	NCBI Gene ESummary
108216572	LOC108216572	DCAR_012729	NCBI Gene ESummary
108216574	LOC108216574	DCAR_013285	NCBI Gene ESummary
108216576	LOC108216576	DCAR_0415992	NCBI Gene ESummary
108216577	LOC108216577	DCAR_003828	NCBI Gene ESummary
108216578	LOC108216578	DCAR_001278	NCBI Gene ESummary
108216579	LOC108216579	DCAR_014788	NCBI Gene ESummary
108216580	LOC108216580	DCAR_015445	NCBI Gene ESummary
108216581	LOC108216581	DCAR_015256	NCBI Gene ESummary
